"","LT1","RT1","bothT1","LdMRI","RdMRI","bothdMRI","Lcombi","Rcombi","bothcombi","AssociationVar"
"1",11.2072969876092,12.1511497617622,10.5282995351994,11.7758721888869,12.2359724097923,11.6089529283591,13.1244107021918,12.8992627555888,12.0920569172225,"Waist Circumference"
"2",4.1996993599549,5.09212657073426,3.68034208934017,3.70061213587026,4.68784615804562,4.25275438809585,4.52966717823089,4.83924138473559,3.96907800246546,"Hip Circumference"
"3",-12.1859577514598,-10.6214174120276,-12.0684991162521,-11.9964174249304,-8.17222071361168,-10.0720710825011,-13.4762260664829,-10.419402740586,-11.879873976443,"Height"
"4",8.81649459859248,10.4043962745085,9.07753438311694,6.3619829048871,7.93473607516273,7.97424038321068,9.71538921895419,10.9888874467686,9.7248541007865,"Smoking Status"
"5",12.7459574951045,13.2237585391606,11.8123498463935,12.154024257671,11.8465310762639,11.6787315914821,14.0567481162479,13.0857575352878,12.7784822368164,"BMI"
"6",6.0092861468766,7.26208882407745,5.26767439057831,5.4505747815828,7.04859613673119,5.99557551546452,6.51937638868804,7.12544304714162,6.11347970292638,"Weight"
"7",13.491875862294,14.1080454926338,12.9581046946434,15.2753672057728,14.9086682189382,14.3593572855682,16.4220479286008,15.7579606057995,15.339295262747,"WHR"
"8",5.07666920230503,4.48254627785754,5.51165901570152,13.4966298923703,12.6009300215112,12.4368950047759,12.236564869313,11.6524517084524,11.6734782451544,"Diastolic Blood Pressure"
"9",7.1466815383721,6.64969601010124,7.36634265694658,15.3272746236362,13.5871791248149,14.2817495565064,14.1745212475847,13.3014809455098,13.661348934405,"Systolic Blood Pressure"
"10",5.53162991455969,5.33526190940483,5.48422944796908,9.78668888837022,8.19760247386196,9.23280949811033,9.2497597051533,8.55398209212769,9.00973448074027,"Pulse Pressure"
"11",9.53619222347579,9.23418796737512,8.93572295379607,6.65336317177,6.53404747084068,6.78887525077903,8.21253641096436,7.14416684552381,7.86619091849746,"Diabetis"
"12",7.66868888548873,7.49108723112244,7.74460054649389,15.908223974963,13.3678964525303,14.9623743268596,16.0083107465684,12.8331973654536,14.1367434552988,"Hypertension"
"13",3.10953890462206,3.73631524560494,2.8208067188057,5.45024047743434,3.83057471370874,5.04436284031937,5.03776739837935,3.88119100509433,3.85544561930166,"High Cholsterol"
"14",-1.25024176236327,-1.3537961491668,-1.29420510964864,1.18370469230341,0.941908892447387,1.29121583432338,0.50397853605198,-0.205702737883794,0.648394245832831,"Alcohol"
"15",5.17061294111564,6.04132579205377,5.27103477990861,2.44730015522601,2.61283804744107,2.61252391546775,4.8598600706151,5.24880413572709,4.40811371688355,"Smoking"
