"","LT1","RT1","bothT1","LdMRI","RdMRI","bothdMRI","Lcombi","Rcombi","bothcombi","AssociationVar"
"1",9.46388348710657,11.2650970717986,9.65171030041589,12.1226140033462,14.1049143152017,12.6623359731664,10.7393707891862,12.8926862578462,11.0156820876709,"Waist Circumference"
"2",2.44151601275167,4.20656996138706,2.70136766232185,4.48571213214006,6.4938033813617,4.70856206005678,2.73819118999291,5.05262401590158,3.44741921747006,"Hip Circumference"
"3",-13.3656284039249,-11.5599341759811,-12.6725687139518,-10.686476961877,-6.32742785282931,-8.27843599112195,-14.1271229199289,-9.85559423383835,-11.3717756613065,"Height"
"4",8.63838170547411,9.95897384316488,9.00631095889389,7.25258045031841,8.51655756974563,8.02665733371413,9.24062467641171,10.4284136306601,9.99598448627376,"Smoking Status"
"5",10.913040717093,12.3217823164644,10.8159478799397,12.1118625629265,13.2377630290036,12.3458050978556,11.5659668103351,12.9956245575125,11.5988256721454,"BMI"
"6",3.76308956075892,5.9638698048578,4.05068793863469,6.01495546974998,9.17751195416377,7.42717188116489,3.98414910565694,7.32704022873808,5.3341237013188,"Weight"
"7",12.5643191537763,13.6078116811679,12.5718264799657,15.0711580997208,16.0872291015828,15.6140581879249,14.4321910800377,15.5314358835595,14.1356916895887,"WHR"
"8",4.75094957893439,4.33642452257351,4.75045870839824,12.8026472186347,13.004885928821,12.8157255898915,10.5334320022719,11.9150609571824,11.2334859480105,"Diastolic Blood Pressure"
"9",6.72995186023211,6.65749127476489,7.22340295190809,14.5837275689361,13.7088559526982,14.4191624769704,12.3773008104247,13.3521438720413,13.0290412736219,"Systolic Blood Pressure"
"10",5.23294896877219,5.4589508492336,5.88680658279878,9.34841485325062,8.04641005827771,9.12151552293353,8.20449372190749,8.41738530197059,8.5182836610882,"Pulse Pressure"
"11",9.68006743172858,9.4657783658459,9.704500014084,6.47626793194282,6.4186318145916,6.922604820478,8.23402758219454,7.44496084699478,7.2314904994463,"Diabetis"
"12",7.07666950633311,6.95956155886651,6.94049397968602,15.6613949586768,13.1833073069326,14.5055769013814,13.4363435787544,13.1536044831878,13.2632487432387,"Hypertension"
"13",2.37991230925472,2.79284320944045,2.46259665156459,4.96207963500377,3.90777565339507,4.53109954198746,4.23189094980943,3.40726086413034,2.84355544025554,"High Cholsterol"
"14",-1.44539173906286,-1.92763268238524,-1.41174916323777,1.47392804340361,0.573546708828635,1.52469006283047,1.1942024356905,0.048541584289228,0.971846683300241,"Alcohol"
"15",4.79815751933068,6.17682581562725,5.11010903460918,3.37581024262358,3.4064372573771,3.24193596280366,4.60438478493513,4.49515217147069,4.41981916994752,"Smoking"
"16",4.17416112980132,5.3422106607848,5.23182570370617,-3.81237465483534,-2.29578966217679,-4.0222196095538,-0.671474582451855,0.746205276460471,-0.573728713997885,"Ethnicity"
