"","LT1","RT1","bothT1","LdMRI","RdMRI","bothdMRI","Lcombi","Rcombi","bothcombi","AssociationVar"
"1",1.13411685378425e-05,8.64115104899816e-11,3.07586376194733e-05,1.27076145621052e-15,2.68929883840791e-12,1.12849145060033e-09,8.52769952323847e-08,1.56377118144933e-09,1.4628970320926e-06,"Waist Circumference"
"2",0.0265421594756597,0.884169591216956,0.00835669275541736,0.034857460450655,0.445627660081705,0.675837572568636,0.207076585991581,0.338989699393356,0.105098226865233,"Hip Circumference"
"3",9.170360081259e-29,7.90897299892585e-30,7.6919519644964e-30,7.85967025198564e-15,2.86718147896587e-10,1.75498124099e-12,7.29018921939033e-22,2.43669051487377e-16,1.23292739008444e-18,"Height"
"4",8.17732216206115e-08,3.92905586054043e-08,1.25341176046267e-08,2.21966791280706e-10,1.44791223725532e-11,6.69346153674087e-12,1.72315236888520e-12,1.36931650873934e-13,9.86556963880233e-13,"Smoking Status"
"5",0.0118493382423997,1.87775836555118e-06,0.0373961048710483,7.03304315031382e-12,2.57602407712426e-07,2.2289583114128e-06,0.000450295257362066,0.000127803924298058,0.00157454642252447,"BMI"
"6",0.0644522912258681,0.833435451697354,0.0176084783515972,0.000580205259169101,0.0148864799701711,0.0862863445726414,0.671098836290223,0.603183864307802,0.644351492115689,"Weight"
"7",6.31521878054566e-22,5.7489387178332e-27,2.16514437413656e-22,8.69712545865605e-28,4.3113780724164e-27,3.61458495146523e-22,1.72111418607137e-24,2.04089645998483e-28,1.95044790514387e-22,"WHR"
"8",1.27462372222353e-08,7.61924497529249e-09,1.36153335197179e-08,4.06426549404426e-65,6.24149413868041e-50,1.40071317591089e-46,3.15847609559584e-47,9.24139319865192e-43,6.90179918447549e-44,"Diastolic Blood Pressure"
"9",1.30667803725227e-11,6.42217872382662e-13,1.44262535924195e-11,3.20170133466129e-68,1.56641634863498e-50,6.45792346772824e-52,1.26407113640214e-50,2.09076203882802e-45,2.71992476800857e-52,"Systolic Blood Pressure"
"10",1.48377052603213e-06,1.06235017878597e-07,1.55954450935833e-06,2.36146744127242e-26,5.04252893666447e-19,9.55208365424467e-22,2.36552554787912e-20,3.61566776888725e-18,1.83467423394748e-23,"Pulse Pressure"
"11",8.35732367803139e-10,7.22830488757341e-10,7.3140541667713e-10,0.000772457103380448,0.000526116547873109,0.00524744013703599,3.19055548692334e-06,8.5411131351164e-07,2.14100294515316e-07,"Diabetis"
"12",4.17676095667131e-07,1.43823905756688e-08,3.58984033015084e-08,3.34989741245935e-46,2.9700745688532e-31,2.30124941143406e-29,3.1889485159552e-34,2.04623591202788e-23,7.83814997662969e-32,"Hypertension"
"13",0.196486074801541,0.125959127772065,0.23500482930459,0.0120245782085082,0.0407765363029166,0.00814845032201183,0.0231381807371271,0.0151613115609382,0.0010044735385055,"High Cholsterol"
"14",0.63473330004588,0.753900284077104,0.676559998751852,0.0687834470373976,0.0859420782436121,0.130261438130804,0.297134669703332,0.310250157590019,0.284623832688773,"Alcohol"
"15",0.0113445804414378,0.032764302065981,0.0186384323389194,0.00567944013161617,0.00447826234556316,0.0323111995402124,0.00397704969626063,0.00138114585209521,0.016712742117841,"Smoking"
