"","LT1","RT1","bothT1","LdMRI","RdMRI","bothdMRI","Lcombi","Rcombi","bothcombi","AssociationVar"
"1",9.74221358183017,12.7402046477491,9.43344925771088,15.1132557899683,16.3419352895328,15.7057627197347,11.6476332874081,13.9450433615038,12.0437239360286,"Waist Circumference"
"2",-0.236315892229959,2.47449848803609,-0.493981980933677,5.55192680346905,6.37956980245782,5.48679009802099,1.30397477235879,2.93140508000837,1.19575681153728,"Hip Circumference"
"3",-18.5415072087962,-16.8635342925453,-17.8278260283877,-12.2972665093444,-7.29936755449429,-9.78537431381751,-17.238651939164,-12.7058381373614,-14.4710025441213,"Height"
"4",9.78559481643469,10.7738206002817,10.0154580334515,9.48394626910818,10.4407540429966,10.7680143550218,11.919561189009,12.322155393514,12.1935132200521,"Smoking Status"
"5",9.25613168199925,11.8276168052224,8.65319703405507,13.9670632440476,14.074057796735,14.0131916713847,10.6141808681703,12.1334285002076,10.3345635201944,"BMI"
"6",1.28891059878693,4.49437761695886,1.09151947576971,7.97519506956216,10.4751694446938,9.22210848384038,2.99856396940317,6.49902330783656,3.98173206954025,"Weight"
"7",15.7853631875498,17.6893075527847,15.4955060507266,18.735533740539,19.6079725094578,19.6279450113598,17.3764170013694,19.3093006935511,18.1395278882845,"WHR"
"8",7.79803903551845,7.95384069964256,7.98118088465157,22.0456302544367,20.1860397939087,21.2013552242746,18.2571353330989,18.6966560318915,18.49475722089,"Diastolic Blood Pressure"
"9",9.98138039766296,10.7357872201821,10.8710949630141,23.369943103024,21.0420937168647,22.7004736856122,20.4329646656362,20.3172289093024,20.394625909469,"Systolic Blood Pressure"
"10",7.37548474856493,8.26101536058755,8.42012101713791,14.3200448661929,12.6567220079256,14.0734575431331,13.3061057728894,12.8217203313175,13.0753031632873,"Pulse Pressure"
"11",11.8029989398347,11.5335787249534,11.8274354535254,7.38513804841816,7.58935088929063,7.62694328864525,9.53632207298928,9.32438146483684,8.56331750453227,"Diabetis"
"12",9.07043145226553,9.19655109522591,9.13542506371341,22.1722149585051,18.006340390497,20.1426063510269,18.706243954236,17.5557764179286,17.8639501471112,"Hypertension"
"13",3.04131334374353,3.61994645349006,2.84904972416466,5.69002480762177,4.52181956349161,5.30723433868888,4.9619020920062,4.36688145824809,3.97001567051671,"High Cholsterol"
"14",-1.59072894639826,-1.71794722836094,-1.75132254925301,2.20538898954812,2.15281165561235,2.66063441084154,1.63289145227387,1.04365642420649,1.44400374489475,"Alcohol"
"15",5.43913645639215,6.74572166295048,5.7061229933032,4.24412090985393,4.12528087039465,3.99746677512626,5.79818107816542,5.31933778573743,4.97826075133425,"Smoking"
"16",5.05248590818031,7.36342078895556,6.51449130852327,-4.31776082519794,-4.2040907732222,-5.46145224070595,-1.15018137306075,0.537421446482862,-1.56358738208131,"Ethnicity"
